,0,1
790,neg,"OMG I NEED to buy the 'Don't Forget' album! I already have Miley Cyrus, JB, And taylor swift albums!! All I'm missing is Demi "
791,pos,@MeelissaO your here at the mall? Me too!  I'll come track u down muahaha!!
792,pos,@komplettie but a snickers beats both in certain circumstances 
793,neg,"Damn thunder and lightning kept me up, ughhh. Late to work, bad mood. "
794,pos,@BuzzEdition Added  
795,neg,@mikegentile dude that sucks 
796,pos,is stalking 
797,neg,What'd i do? What i did i honestly didn't know i was doing. 
798,neg,Ready to go to work... 
799,pos,@ChaniiChan helllllo 
800,pos,"@Mattass88 We have established contact, and she's... Speaking! Ö "
801,neg,@CieraWilson  I am so so Ci.  Still sore  But at least not as queezy. Need a break already though and I JUST went back! lol
802,pos,off to the best yoga class- yay 
803,neg,Why is it everyday im in more pain instead off it getting better 
804,pos,"I'm awake! Will go to school in 1neg min, I just need breakfast "
805,pos,@mtnmissy Sure thing! Always willing to help a fellow designer! 
806,pos,"Good morning tweet WORLD , how ya all doing , well im fantastic and am so oooba excited that I have 8 weeks to go before my boy is born "
807,neg,@lawzspoken I said sorry!  lol
808,pos,"My bowels opened a can of woopass on me, but I'm fine today  Thanks."
809,pos,hey @drsigne thanks for the mention 
810,pos,#gimmefailwhale  i want thosee  #gimmiefailwhale
811,pos,"i fucking love iron man. yes, my dorky nerdy ass is watching it for maybe the 237pos7pos389 time. "
812,neg,today was soo frustrating. jduiwh! going back to comcast cause i forgot stuff! 
813,neg,@kayharkins probably! we all have tornado warnings  there's a tornado in the southside right now
814,neg,@Sahara_Kim have you tried taking a break of a couple of weeks from running to help? no fun running when feet/legs hurt 
815,neg,"@lndsy_rsn idk I'm just bored  I guess I'm going to bed, good nite"
816,pos,"@daniel_hautjobb Yeah, it's hard to bear that "
817,neg,In english class.. Oh goooooood not feeling good   What's up whit being sick?? :O... hate it 
818,neg,@delaneygates  sorry about your dog
819,neg,I really wanna go camping. 
820,pos,I'm pathetic and actually look forward to seeing the trailer for New Moon during the movie awards tonight 
821,neg,@JoshuaGrunewald Milwaukee a bad place? 
822,neg,@_cutpastehero I can't leave. 
823,neg,@Ellavemia didnt I already say how hungry i am? No time for eating 
824,pos,@JayeTaylor LOL!!! I wasnt talking bout that luv!! Ma&quot;am I was talking About You Being on ur Coffee high!! Caffine junkee!! LOL 
825,neg,@discomaz muy temprano. Necessito chabo though... 
826,neg,I'm exhausted. Today was a long and sad day 
827,neg,"todae is a good day, first i get MONeYY$ then sleepover, summer is the greatest! i never want to go back to scool  stupid boys!!!"
828,neg,"@MissJizzle No, it somehow got stuck on my bed rail last night and uh, pulled my toenail completely off. "
829,neg,Its official I'm broke.   ~:MwM:~
830,neg,sorry for not posting so many updates   been busy...
831,neg,Mad xbox live was offline why the week i get out of school thats so gay 
832,neg,Feeling so lazy yet contented. I dun want classes to start.  not yet.
833,neg,"#frenchopen its 5-5 now, with serves "
834,neg,Got the Ac fixed.  Out $2negneg.  No tattoo for me.  
835,pos,. @odin http://bit.ly/DBFik  Reply plz.  (don't click on the link in the last post. Just a random blog) !wave
836,neg,Today was truly just about memories 
837,pos,Identified my workplace for today.  IMT and Axiell PCs in one place - very very useful 
838,pos,"WOW THIS MUST BE FATE, CAUSE SOME HOW WE FOUND EACH OTHER ON TWITTER. COME ON AND FOLLOW ME YOU KNOW YOU WANT TO. "
839,pos,@KarenAlloy That is beyond freaky. I just gushed about the Dollar Tree! Enjoy! 
840,pos,@__H  RATE AND COMMENT
841,pos,oh i just signed up to SocialWok  #ghacksg
842,pos,"two posnegneg-worded essays in pos hours, i think im getting the hang of this "
843,neg,i was convinced up until recently that yesterday was thursday. 
844,neg,calorie counting is depressing 
845,neg,@ddsy it would be more fun to send tweets through our phones ! 
846,neg,@JizBSB omg really? that sucks  do you have more pain killers until tom?
847,neg,It's raining today. 
848,pos,finally home bout to lay down n cuddle yes!!! 
849,pos,@_Tashanna thank u 
850,neg,I Miss You. 
851,neg,is up really early. I couldn't sleep because the big egg-sized mosquito bites REALLY hurt. Nothing is helping against them so far. 
852,neg,should be on the lake right now! not work 
853,neg,@edelr doubt it it's a sturday night  not good
854,neg,@unahealy  I'm sorry to hear that you have to miss it 
855,neg,Photo: liveincolor: I miss them.  http://tumblr.com/xdw1xgxhq
856,pos,China Blocks Twitter - Let your people express themselves  and you will rule the world - Imagine how many more followers we could have 
857,pos,@AlexAllTimeLow Aww Thanks. I love you too 
858,pos,@jacjackjackie got stuck at @kristynanny s boob and at the same time my butt got stuck to @jacjackjackie what a mess ahahaha 
859,neg,so jealous im not going to see take that in hamden 
860,neg,@ogberry aww night  sorry for going spazz mode daddy lol
861,neg,Nooooooooo. The automatic loveletter acoustic show is when im out of town. Soooooo saddening. 
862,neg,ate bean and cheese dip and tacos for dinner... sleeping next to steve will be stinky 
863,pos,bout to take a shower &amp; go enjoy this beautiful day 
864,pos,Getting ready to listen to @lizstrauss - she's an amazing blogger!! I've followed her for a long time  #wcchicago
865,pos,school time!! and i actually styled my hair cute today  hahah. later twitters.
866,neg,@rezasalleh I am not sure if I can bring myself back to SG 
867,pos,come to channel a minute and ill show u  #jtv http://justin.tv/scotsmanstuart
868,neg,"@nileyxlove Thank you  &amp; oohh  i think he's just gotten to the breaking point of all the hate made towards him and AHH, one more week ,."
869,pos,"@fivetosucceed Yeah man, we didn't eat dinner?!? @wcindyu feed me though... Thanks Cindy! "
870,pos,@TdMPhotography Oh sorry would have replied earlier BUT was flickin thru my wonderful new book of ideas 
871,neg,@BondServantLZ i can't 
872,pos,"heyy, i made a video for @householdhacker 's video contest so you should check it out and rate it five stars    http://tiny.cc/cn2Dx"
873,neg,must find hair salon too hungover to do own hair 
874,pos,I'm not crazy bout the noun (twitter) but I can work with the verb (tweet). So I'm ready to do the dayum thang! 
875,neg,Two hours til church (: And I have to go now 
876,neg,thinking that the iTunes update may be an overnight job... I hate being without my phone for this long!! 
877,pos,currently waitiinq for daddy kaLii to briinq me sum food 
878,pos,@PhilsLion i love how cute your post are! nom 
879,neg,ate wayy too much  
880,pos,uploaded a video on youtube  x
881,pos,and we got married 
882,pos,@mharialaine Did u received my message to u on FS already? 
883,pos,"Long distance date with the boyfriend was nice  finishing titanic then sleeping, I hope I don't have bad dreams"
884,pos,"@kutiestacy aww, Happy 21st Girl !! "
885,neg,"@actiontec ever since i put security pws on my homeplug av system, it wont create a link   heeelp"
886,pos,have no idea what twitter is? 
887,neg,i feel like im high lol allergies are kicking my butt right now feel so drowsy.. someone please help 
888,neg,"@_idioteque Exams suck  I handed 1st piece of MRes work in on Fri. Not got anything to hand in until Sept now, then diss Sept after that!"
889,pos,friends threw me a bday party kinda thing  i was surprised and it was nice of them
890,neg,"@goehringer saw your post   get an IV w/saline and oxygen... Works better than drugs! Trust me, I've been there."
891,neg,@anntoni no   didn't c that one
892,neg,@thecreativeone ah  lucky i really wanted to see it but oh well i can wait to buy it or rent
893,pos,"@alanodea Cool, not sure if you've seen them before but: feedbackarmy.com and usertesting.com are awesome "
894,neg,@gweNDlamb u also need to stop being mean to ur fiance 
895,neg,No nice dreams about TV presenters last night  But I do recall a big ship &amp; a lightbulb that had neon pink fish inside it. Very strange.
896,pos,@eeshkapeesh and back to you my darling 
897,neg,"@TenaciousTay  When it rains it pours, I guess. However, you're still awesome."
898,neg,training is silly when its cold 
899,neg,"haircut isnt short enough, poop! "
900,pos,new project is in progress 
901,pos,lunch with friends 
902,pos,@lostcheerio Way to go!! Keep it up!! 
903,neg,My New Moon background wnt show  and my Miley display pic wnt work 
904,pos,"@LostMarilyn Aw, sorry you haven't been sleeping well either. Awesome--looking forward to your questions! "
905,neg,"Happy birthday daddy, life sure is a bit gloomy without you here. I miss you so much. "
906,neg,"@paulzonca yah, thats how much of my lsl goes "
907,pos,SOOO tired. going to get to bed soon. night night ya'll 
908,neg,@tado It says 2pos months in the letter I got. 
909,pos,@gorjess87 That will be my ONLY exception 
910,pos,"I'm checking out TweetDeck!  Tried Twhirl, but already see the power, customization, and functionality here... "
911,neg,It´s saturday and I´m cleaning all flat 
912,neg,at work 
913,neg,@MCJulianMC i miss you 
914,pos,Mothers Day today in Sweden. Love you mum! 
915,pos,"@bobui Thanks, you too "
916,neg,Five minutes into this movie and im already crying. 
917,pos,I love Facebook 1.6. 
918,neg,nothing to do 
919,pos,@celticfish I'd be passed out too if I were her haha! 
920,pos,"ready to hit the sheets. work 9-pos tmrw. then shopping!!!!!  night, peace tweets."
921,neg,@Jonasbrothers pshhhht! it should be AUSTRALIA HERE WE COME! 
922,neg,Badtrip. Cra ung pc n my tweetdeck  lht ng files ko andun  d mkpgsoundtrip d mknuod ng vids. d mktingn ng pics. lht WALA NA!!! (
923,pos,"@PrayersOnline Good post, though I happen to LOVE spiders and think they are cute "
924,pos,"@AlfredEdmondJr Lift, 1-2-3, TWEET, Press 1-2-3, TWEET, Squat 1-2-3, TWEET. "
925,pos,@JusNcredible1neg6 he's dope!! In my opinion he shud be in the limelight rather than drake...don't judge me 
926,neg,"@amandapalmer very sorry about the kidney infection, i've had one once it was very painful the first couple days. but it gets better "
927,pos,@pinktank1 dina is far too powerful to need such tools 
928,pos,Good morning ; slept almost 12 hours ; having great time with family this weekend 
929,pos,"@trishababycakes McFly's awesome music that Tom and your deary mostly compose, Mrs. Jones.  "
930,neg,Hubby has such a tight scedule for us during easter vaca that its stressing me out... 8 visits all over Denmark in 6 days 
931,pos,@beardedbrain http://twitpic.com/5negpas - u my man!!! it actually does look pretty nice!! now find urself a girl and get married!! 
932,pos,"@JillyCL dear Jilly it's a fantastic tune, reminds me of summer, sardines and Alfama - I'm so glad you're learning Portuguese  um beijinho"
933,neg,I forgot my dayquil 
934,pos,"@DavidTsirekas Absolutely! btw, just bought a pressure cooker, I am a convert! So quick and easy...and yummy! "
935,neg,"If u came to visit, u would have to eat a 5 dollar meal: hamburger, beans, chips, ice cream. Yea, not a rip off at all "
936,neg,hate not saying goodbye to party guests but i fell asleep! i feel bad 
937,neg,@nickshepard wow that is very funny but i laughed and looked around to notice that i cannot enjoy that joke with anyone here 
938,pos,OMGOSH ALL TIME LOW ON MONDAY AFTERNOOON MADDY THANKYOU I LOVE YOU! LIANA WE MUST ATTEND! 
939,pos,"@howtobehuge you're 275 pounds of muscle? wow...hawt!  how are you doing today, dustin?"
940,pos,"@JeffWalker Let's see, we have pos bathrooms in the house, so, pos books going at all times. "
941,neg,@CarpathiaB Thanks!  Me too!  @naukhel It was one of the worst feelings in the world.  
942,pos,"Morning, having some friends over today. I hope we dont get attacked by the You-know-who's. I've been out of their site for a while. "
943,pos,off to my auntie's to chill in the sun. 
944,neg,@MTcoffinz I wish I had HBO--I can't watch any of those shows 
945,pos,"@zappos Congrats, happy 1negth anniversary "
946,pos,soooooo tired. love days like this 
947,pos,@BBJlo no clue! Here's to hoping tho! 
948,neg,@Splantiago why not?!!!!   (and I sai &quot;maybe&quot;) I need to get out of my house!
949,neg,http://twitpic.com/poswz1i - cristal pos crystal LOL... bein mad corny cause i miss her  HAPPY MOTHERS DAY
950,pos,Taking our lab babies to the lake  it's a gorgeous day!
951,pos,Made it to DC after nearly missing the bus. I ran so fast to make it I tripped &amp; ate pavement. Made some strangers on the street laugh 
952,pos,He told me he's not &quot;crazy&quot;...just &quot;creatively retarded&quot; (lol) or something to that effect...shouts out to my Baloney Face  who else  ...
953,neg,tried to take a pic on ubertwitter and now that shit is frozen. 
954,neg,@kirstiealley way. She had a root canal.  Feel better!
955,pos,"@futuredirected  It's absolutely your right!    (and a well-deserved one! But at least I'm upfront about my email suck-ness, right?)  "
956,pos,"@Karen23neg683 I felt very mean about not letting you win last night, so I've overturned my decision and you are indeed RPS Twitter Champ "
957,pos,with Amanda   confused about so many things...horrible week! So glad its over 
958,neg,http://twitpic.com/6s6y2 - Is blue better?  I think I'm not getting either.  MOA shopping is so much better!!  
959,neg,I am in a sea of people at the festival. Soo crowded. I wish I could use twitpic to show you 
960,pos,@shelbyparkin ... &amp; careful you don't get ice cream in your homework my spelling challenged daughter 
961,neg,I'm going to miss grandma the most 
962,pos,"@iKrissi yeah, they do that to me too.  #boobsftw"
963,pos,"@jennettemccurdy poor u, but i got up waaaaay earlier "
964,pos,@joshtastic1 peachy keen.thanx stop bullying @nuttychris thats @nessie111 &amp; @ComedyQueen job as his twitter sisters.lol haha 
965,neg,!@#$ tomorrow's Monday 
966,pos,But MAN is it a BEAUTIFUL morning in Palo Alto! 
967,pos,Ah! I cant wait to see Morgan and Maddie! Havent seen those two in forever!! 
968,pos,On my way to @barbiebrittiana &amp; @sexymency house for Cuddle Buddy time 
969,pos,Pampering myself before I have to suffer(kinda!) for the next few days.     
970,pos, My new wallpaper is LxLight based! From Deathnote if you didn't know.... &gt;.&lt;&quot;
971,pos,Denny's in the morning in DT. Miss this place 
972,neg,@DonnieWahlberg I tried to order some @b_club stuff but everything was sold out. 
973,neg,jinxed em.   gave up a run the second i started watching 
974,neg,Ugh. Wish i had some cheezits.  lawls
975,pos,@BeautifulSoul_ I think I heard that song.. but I don't know the title..! Cud u plz tell me? 
976,neg,Its raining  Hardly anyone is on the streets damn ! Me and my familie gonna go on a covered wagon journey today.
977,neg,wow.. that's awkward. I stick my hand down my shirt to fix my boob and @fudgesickle17 's step dad walks out and sees me. 
978,pos,scared about this laker game....... damn they better win 
979,neg,@circustae Why you unfollow me? Am I boring u? 
980,pos,"http://twitpic.com/6e2g7 - Patrick &amp; Anna whale watching near the Channel Islands, CA. Windy, sunny, shaky, salty! "
981,neg,Well im not going anywhere soon. Looks alike i have a flat tire  Pretty dumb that the vehicle doesnt come with a &quot;Spare Tire&quot;
982,pos,�rbol is becoming my second favorite band 
983,pos,@amber_benson  The dinner parties I go to tend to not have any wine left at the end of the night. 
984,pos,"just went and saw a crash near my house.... the car flipped, very unfortunate, uploading youtube video in a lil bit "
985,neg,Up on Saturday  http://myloc.me/posCuK
986,pos,@Maxii @CappyLust Already picked out a name. Thanks anyway 
987,neg,is saddned that the new series of top gear is starting tonight and i will b in the shit hole 
988,neg,@UrbaneGorilla what's wrong with TN? Yes sad. 
989,neg,cant wait for the weekend ... DJin in Estonia with the Bunty..... not looking forward to the 6am flight on Friday though 
990,pos,@inrsoul Ur office is the bomb man!  CURRY TIME! http://bit.ly/1qeV5S   LITTLE INDIA!
991,pos,"@candiesandmusic @XGraceStAcKX Oh I just googled them, they're like the Jonas bros lol... I'll catch up soon "
992,pos,@TonyTime Oh... yeah... forgot about him. I'm really not familiar with their music though. You'll have to school me. 
993,neg,@Mychal_Smith I don't know!!! I don't have a good excuse for this one ... 
994,pos,"G'morning twitter. It's 6:3neg again. I didn't sleep much last night. Taking Kevin to his AP exam, than coming home for a nap. "
995,neg,just seen people slaggin me off on bebo 
996,neg,Misses her carpool buddy  2 hrs alone in traffic is no fun alone...
997,pos,@bobinamusic as whom ? 
998,pos,"@DaveHamilton Most welcome. They were tearing it up, too. "
999,pos,Super busy all day today. moved mom in. 2 blocks is the best distance to have in between us.  good night and god bless
1000,neg,visas...flights...accommodation.. &gt;&lt; thought my role playing coursework was over..  more to do.. Prepping at the mo
1001,neg,"Time to get iPhone OS 3.neg, but I gotta update iTunes first "
1002,pos,QWebView одлично �?редено. 
1003,pos,Working #SonsOfAnarchy tomorrow. I've never seen the show before but I can only assume what it's about. Had fun at #Glee today 
1004,neg,@TheFatBoys Where are the FatLibs? 
1005,pos,"@haylieofficial haylie, that is so cute "
1006,pos,"meeting and meetings in hong kong, long day, blackberry acting crazy but manage to find 2neg min for foot massage "
1007,neg,"@landoncassill Shoot man, I have so many friends I don't even notice that stuff...I think I only have 5negneg friends "
1008,pos,&quot;one by one we're stealin the stage. here we come so GET OUT OF OUR WAY!&quot; 
1009,neg,@Anhzie i agree 
1010,pos,weekened chores! love being home 
1011,pos,"@Paulpb Sorry for delay, and yes, that video was most entertaining "
1012,pos,"@grumpybadger, i am jealous. "
1013,pos,Good Morning Mothers    My Back Hurts Today. Couldnt Sleep in
1014,pos,"Current Track: Dead End Countdown by The New Cities via @999VirginRadio I love this song  If you haven't heard it, check it out!"
1015,neg,"@victorvitug where did you guys ate last night? sorry wasnt able to text back asap, was super busy with the meeting. "
1016,pos,"@Axis2pos yeap i think it is,I was laughing for I while "
1017,pos,is cooking Nigella's Gammon with jersey royals and salad 
1018,neg,"I gave it a few to be sure, but it totally sucks. Apple keyboard keys are much mushier now then the one I bought in Feb. Mediocre at best "
1019,pos,Yay ethan is here now... Woop woop soo happy.. Congrats to my girl liz n her hubby mike 
1020,pos,signing in for day shift 
1021,neg,"The theory we're working on now is that the tendon has come away from the pattelar, and if that's the case, I will need surgery "
1022,pos,"@nileylovestory blahh. just needed a rannt xD i supported ya, keep on supportin' niley "
1023,pos,@sidhe77 Have fun! Live in the now! 
1024,pos,"@subzero77 Hello, I'm very well thanks  you?"
1025,neg,I hate that I'm going to be at work all day and the rest of my house is off 
1026,neg,@EmmaATLx I don't even have that. All I have is my phone and my music. 
1027,pos,@lomantik im going to hang out with paul at maroubra his place. 2 weeks of freedom!!! Yeahhhhh 
1028,neg,Hmmm Shazam geotags your identified tracks but doesn't tweet them? Lamesauce. 
1029,pos,finding a lot of Taylor Swift songs i've never heard before... beautiful songs... 
1030,neg,@tath @lid_ acho que minha pupe morreu 
1031,pos,Don't you just love having peace and quiet at lunch time 
1032,pos,@MaliciousBeMoi AHHHHH ! you have this shit too ! 
1033,pos,Long day but productive!!! 
1034,neg,"Good morning, sunshine!  It's finally a beautiful day in Chicago! Too bad I have to work on a paper all day... "
1035,neg,@autism_hub sad about that pos yr old 
1036,pos,@KushMoney Kushmoney thanks for adding me. Nice picture btw 
1037,neg,anyone taking bets on how bad the US gets beat by Brazil today? #USMNT VERY frustrated with the way our boys are playing lately... 
1038,pos,"Wow, I didn't realize how long it had been since I regularly read S*P until I saw @choochoobear's new cast pg. Lots of catching up to do. "
1039,pos,@HarryHarley I agree. Joe Montegna or whatever his name is just doesn't fit for me. But I watch anyway. 
1040,neg,"Freshly baked oatmeal chocolate chip cookies are good, but don't replace my SO "
1041,pos,Drenched in water from the city rain. Now I feel like smiling 
1042,pos,"@its_me_Miss_B don�t ask me, chirstopher is climbing next to me on a daily bases. lol maybe patience? or comforting her with some Jordan? "
1043,neg,I'm craving for a boost juice. But I have a sore throat 
1044,pos,Dancing around and cleaning my room in my undies  hahaahahahahha
1045,neg,i totally want to see the queers this friday and have no one to go with  wanna go to a show?
1046,pos,"@regdominguez - Shucks! Haha! Mahilig ako tumingin ng mga memory cards, etc. If I see a cheap posgb SD (tama ba?), I can get for you. "
1047,neg,never will the backing up of the iphone take so long  
1048,pos,@MyArmyWifeLife - they are on asile 5 of ur local grocery store  xoxo
1049,pos,@minorityx oh ok sweet. have fun!! 
1050,neg,"@CocaBeenSlinky Searched the other week, could only find 5 mins stuff on youtube "
1051,pos,@GodfellowMIA whats up lil bro you good?? been a while but I am still here looking out 
1052,neg,@oaboa did you mean  or 
1053,neg,@ShuffleArt @paddytan roger said ishop closing cos i asked for too many freebies 
1054,pos,@yslanrulz thanks  lots of new videos coming out soon!
1055,pos,@twittbunny aşa arată pimp-bunnies from space 
1056,pos,beeen a lazzzzybum with a cuppa and waking up in vegas playing  weathers niceeeeeeeee
1057,pos,today should be &quot;livejournal day&quot;. i haven't updated in weeks. to think i'd really stop procrastinating. hahaha 
1058,neg,Mind That Bird - soooo close!  Hey winning the Derby is enough!
1059,neg,@RiniGrandViper AGH I MISS YOU TOO. 
1060,neg,The auction was fun enough. Glad i'm home though. Sad that Cody hasn't called me.  Oh well off to bed or maybe a movie first.
1061,neg,http://twitpic.com/6bbmb - had to evacuate due to a false fire alarm. This is the third time since I moved in here! 
1062,neg,I want this guy soo badly 
1063,pos,"@maynaseric  well Ill do what I can to help you out brother - your blog is well done, way to keep on top of social topics "
1064,pos,@maths_teacher  Morning Liz! Hope you are in for a wonderful weekend 
1065,pos,At the bee's with the bird 
1066,neg,@mitchelmusso I would Come but im in england 
1067,pos,FFS!!!! Sat 2 exams today and my train home has been cancelled !! :@ meanwhile @ddaly9 is going walks in the countryside ! TGIF 
1068,pos,"@tommcfly Do you like michael jackson??? is that why you covered 'black or white', something like that   xoxox"
1069,neg,I'm so sleepy  but i can't sleep! I have to watch my teleseryessss
1070,pos,@Anushaaa That's some lovely stuff. Why not share on the mailing list! 
1071,pos,Mariana ~ Photography by Cassone's May 2negneg9 Feature http://bit.ly/E2bjm  - Thanks so much 
1072,pos,soo i went to maxs and kristen quimpo a.k.a. porkchop  was the first person to see my haircut besides family :] hahaha we say eachother ;P
1073,neg,@DaveDeRoo hardly :/ some of my furniture is being shipped from who knows where and is backordered  I may cancel and shop local.
1074,pos,"@koist My head is super duper fine... I feel a bit tired, but I'm great   Yep they make me sick too, jail's too good for them."
1075,neg,right have to hand computer back to husband if I want the telly.    I might go on my phone in the ad breaks.  Laters! xx
1076,pos,"Listening Demi, 3neg seconds to mars, britney and demi... "
1077,pos,Strange when people walk by and ask if I'm the golfer. Kept checking 2 see if I had a sign. Found out I got a shout out from Pastor Chris 
1078,neg,@GummyBearBoy i do not i did call u i swear  and u cant even call me back meanie
1079,pos,@stevienixed Tell you what?? 
1080,pos,"@_missfabulous_ doing good love..got my mind a bit in order,and am ready to kick this DELL's ass..she does not wanna co-op with me LoL "
1081,pos,My new Color Efex Pro software arrived yesterday ... HOLY COW! A new dimension entirely! Opens up many new and exciting possibilities!  
1082,pos,"today I've got b-day  yay I wish, that some celebrities wish me happy b-day xP haa xD it'll never happen ..."
1083,pos,"Waking up Sunday morning in F-burg, enjoying a coffee before I set out on a run. PERFECT weather! Little sore from the ride yesterday "
1084,pos,@princeOmar oh come on! Babyboy can be anybody's nick name! So chill out!  Lol @wordliife thanks pos Da info.  lol
1085,pos,@exotkprncss hi 
1086,pos,I love my English teacher now. She cleared me for exempting my exam. 
1087,pos,Golf tourney today in baker. Wish me luck. 
1088,neg,@BeautiifuLGirL they always say it doesn't work 
1089,neg,@NeonBlueTornado AHHA . i kinda... hate the movie... sorry  but i like the books more.wow my mom found me asleep on the floor justnow ROFL
1090,pos,"Got my grades for spring semester and I'm happy to say that I officially have a pos.neg for the entire year, HELL YEAH  *does a little dance*"
1091,pos,@CindiCupcaking headin' east - Boston 
1092,neg,How heroes must work: sylar must become evil  and elle must die which will spur such evil.
1093,pos,@jennybent wish you were coming to Austin!   Guess we will have to listen to more of Chuck's bad jokes   
1094,pos,@lalamana @souljaboytellem maybe coz of hight hill. Tc 
1095,pos,Belanja Kaos itu gampang! www.kaoskita.com T-shirt shopping just a few clicks away. 
1096,pos,"Glad you enjoed it !  @SteveD3  @mbowman38neg7 Star Trek ruled. Didn't see it in IMAX, but I loved it. Taking the kids next weekend."
1097,neg,@MoreSynthPlease  get betterrrrr!!!!! we have a date.
1098,neg,No one uses Twitter anymore. This makes me very sad.  I don't want to go back to Facebook.
1099,pos,Oh lord yes! mom brought... Cookies!!! Chocolate chip!! Happy day! 
1100,neg,i didn't clean...i over-twittered instead 
1101,neg,@Evil_Sorceress Tehe enjoy your drink ;oD Yum@ chips! Would love some! But too fattening for me  lol I told u my german was crap lol x
1102,neg,@SittingOnPretty awwww iWanna gooooo iDnt have a way tho.! 
1103,pos,@momtoostressed  Good morning! How are you?!
1104,neg,"@perfect_nutter DICIEMBRE! ush es q los diciembres voy a ver a mi má a California  so, dont think so... buu BUT BRING ME SOMETHING! jajaja"
1105,neg,miserably home with the flu   
1106,pos,@nydreamgirl awww bendito. He must have felt intimidated with the uber flyness u execute 
1107,neg,"@ElizaPatricia Girl, I'm missing you like a sky without clouds. I'm all empty and blue. "
1108,neg,straightened hair and now i am bored 
1109,neg,"Going to bed to get my 8 hour sleep, have to be fit for painting the house and acctually running som K's! I hate going to bed so early! "
1110,neg,Can't believe how fast the time is going. Only a week left. 
1111,pos,@Jennifalconer a spoon full of gin helps the tonic go down 
1112,pos,night guys! love you all because you show you care by following me  !
1113,neg,@lorenhakeney do you hate @notalentrocks lory? 
1114,pos,i got my wish  and my throat is killing me. sore throats are the worssst.
1115,neg,@officialmgnfox so sorry to hear about your cat  it must be horrible. Hope your ok x
1116,neg,"@simonplotkin Oh mate, that is genuinely awful "
1117,pos,@JocelynHWOOD I'm finally listening to Chroma! I absolutely love the singer's voice. Perfectly pitched 
1118,neg,@789Gathering That's too expensive 
1119,neg,@NRay7882 why! its fun hehehe aaah i wish i could pass today 
1120,pos,eating peanut butter crunch and watching Nacho Libre. This is my first time watching it. I know behind on the times! 
1121,pos,@GazDenA Haha - thanks man. Most of the filthy punk i listen to seems to be missing though... Studio tonight 
1122,neg,I guess this recession is real.  Freight for my truck driving husband is either &quot;feast or famine.&quot;  Definitely in a famine this month 
1123,neg,Manual laundry time. EXHAUSTING! (And a sister who doesn't care) Washing machine? Later. -_-lll My hands are hurting 
1124,neg,I am so over looking for houses...I feel like its never going to end   
1125,neg,@jo_whit Boooo! Although I'm at work too. 
1126,neg,"Oh goody, needle today "
1127,pos,HEY DEBBY  @theDebbyRyan
1128,neg,"- @BruceBrownNC I was waiting to see the baby before we named him, but never did "
1129,pos,@questmcody Wooooow Quest! I havent seen u since 'negpos! I'ma check Made out online since I cant catch it rt now. Congrats sir 
1130,pos,Day off  What to do???Hmmmmm
1131,neg,I really need some allergy medicine. Just KINDA bad 
1132,pos,"@MsV1959 everything just clicked today, somehow and the cool weather helped.  Right Here, Right Now was my mantra.  Felt in the zone  "
1133,neg,mole biopsy thursday afternoon...im so nervous 
1134,neg,My daughter went out to eat and ended up getting sick to her stomach.  I hope it isn't anything serious. 
1135,neg,@guyoseary wish i could have gone that night  but going the sunday instead!!! CANNOT WAIT 
1136,pos,"@kellymseowva Hi, Kelly. Looks like I missed you. How are you? Remembering to breathe?  "
1137,pos,"@yaelyraz hi!  i love your new single AYT, with Gary V.  And i'm a fan of your band "
1138,neg,@aaronrothe http://twitpic.com/6pbhs - in that tiny bag  cruel.
1139,pos,"@LaTati Good Wife but CUAIMA , I wanna know what Pablo is thinking "
1140,pos,19 days! plans got changed not at my dads for the week. i get to see my grandma this weekend 
1141,neg,@LaurenHawks i thought you were supposed to ask her about me too? 
1142,pos,"@MicheleCatahay i'd prefer &quot;observationally insightful&quot;, but call it as you see it.  my ice cream's just too fancy tonight.  "
1143,pos,@amyshell gotcha 
1144,neg,@alannastar haha I'm one of those people  I have a neg9 lancer the smoke would destroy the interior 
1145,neg,@Lora1967 I tried believe me!!! But my father forced me to pack up everything so.... No choice 
1146,pos,@willcritchlow you can catch lunch with the eMetrics folks - we'll qall be back in session 
1147,pos,@Futureandbeyond ever say it to no one if i aint mean it  he was the first one i ever said dat 2 it sucd up he  worthless n its done now 
1148,pos,back in the twitterverse after painful twitpocalypse experiences - iPhone still fekd though 
1149,pos,loves her best friend. We dance like we are retarded. Laugh like we are freaks. Sing like we are on drugs. But hey! We're having fun! 
1150,pos,Is really tired from sorting books. ) So... much... books! Yeah. New haircut!!  
1151,pos,@biggame2175 3negneg pounds was pos years ago..James!! I finally know ur name sweetie 
1152,pos,@maxbaumann because im mike rann i suck for 5neg bucks a warm meal 
1153,pos,Ah thankgoodnees got the code he said it should be working within 2pos hours  
1154,pos,@rafaelboo Just followed you btw. Now that I found you  HUGS
1155,neg,i feel left out because the storm decided to miss morgantown 
1156,pos,@Jeff_isChill Awww. Come bring me one! 
1157,pos,"@mileycyrus http://twitpic.com/6shtr - B-E-A-U-T-I-F-U-L  you look so young, and your makeup is flawless."
1158,neg,got her purse and iphone stolen last night 
1159,neg,@LilithHecate 
1160,pos,Just laying around with Lacy watching movies. Nothing better than this 
1161,neg,@ZoeyCaruso what do you want? F u! Haha jk.. Come over I'm bored! 
1162,neg,Here at sunfest making our rounds and there's no one here 
1163,neg,@kmichael_photog I miss being mean to you. 
